Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
rr_Link,0.00022783,-0.0019463,0.065974,0,0,0,1,0.0070805,2.5698E-06,7.7185E-06,0.0079941,1.4118E-05,0.010775,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr_Link.STL,0.86667,0.86667,0.8902,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr_Link.STL,,CS616-拖动模型右-1/CS616-Base-1,CS_RR51,DA_RR51,rr_joint,fixed,-0.00012323,0.22915,0.85641,-0.95993,0,0,rl_Link,0,0,0,,,,,,,,,,,,
rr51_1_Link,0.010199,8.5898E-06,0.087734,0,0,0,7,0.010978,-5.0404E-08,-0.0014505,0.011748,-5.1519E-07,0.011872,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_1_Link.STL,1,1,1,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_1_Link.STL,,CS616-拖动模型右-1/CS616-Link1-1,CS_RR51_1,DA_RR51_1,rr51_1_joint,revolute,0.00012323,-0.0020049,0.1015,0,0,0,rr_Link,0,0,1,330,2.09,-6.28,6.28,,,,,,,,
rr51_2_Link,0.090301,-3.5178E-06,0.22698,0,0,0,13,0.082583,6.5524E-07,-0.0010301,0.082438,-7.9932E-08,0.023126,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_2_Link.STL,1,1,1,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_2_Link.STL,,CS616-拖动模型右-1/CS616-Link2-1,CS_RR51_2,DA_RR51_2,rr51_2_joint,revolute,0.0890000000000001,0,0.0914999999594877,0,0,0,rr51_1_Link,-1,0,0,330,2.09,-6.28,6.28,,,,,,,,
rr51_3_Link,-0.064682,3.2761E-06,0.19279,0,0,0,5,0.021,2.6948E-07,0.00034616,0.021426,9.0171E-08,0.005715,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_3_Link.STL,1,1,1,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_3_Link.STL,,CS616-拖动模型右-1/CS616-Link3-1,CS_RR51_3,DA_RR51_3,rr51_3_joint,revolute,0.0209,0,0.552,0,0,0,rr51_2_Link,1,0,0,150,3.14,-6.28,6.28,,,,,,,,
rr51_4_Link,0.059008,-4.404E-06,0.0041118,0,0,0,2.5,0.0011355,-3.2843E-08,-0.00019671,0.0014297,-7.2079E-08,0.0012242,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_4_Link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_4_Link.STL,,CS616-拖动模型右-1/CS616-Link4-1,CS_RR51_4,DA_RR51_4,rr51_4_joint,revolute,-0.00310000000000107,0,0.43,0,0,0,rr51_3_Link,-1,0,0,56,3.14,-6.28,6.28,,,,,,,,
rr51_5_Link,0.0047051,3.3422E-06,0.046075,0,0,0,2.5,0.00086957,4.928E-08,-0.00011863,0.0010543,3.0071E-08,0.0010022,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_5_Link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_5_Link.STL,,CS616-拖动模型右-1/CS616-Link5-1,CS_RR51_5,DA_RR51_5,rr51_5_joint,revolute,0.0707,0,0.0672999999999995,0,0,0,rr51_4_Link,0,0,-1,56,3.14,-6.28,6.28,,,,,,,,
rr51_6_Link,0.069257,-0.00041878,-0.039816,0,0,0,5,0.0016171,3.8628E-06,9.042E-05,0.0009906,2.0396E-06,0.0010159,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_6_Link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/rr51_6_Link.STL,,快换盘机器人侧组件-电动-1;CS616-拖动模型右-1/CS616-Flange-1,CS_RR51_6,DA_RR51_6,rr51_6_joint,revolute,0.0673,0,0.0507,0,0,0,rr51_5_Link,-1,0,0,56,3.14,-6.28,6.28,,,,,,,,
lr_Link,-0.00022783,0.0019463,0.065974,0,0,0,1,0.0070805,2.5698E-06,-7.7185E-06,0.0079941,-1.4118E-05,0.010775,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr_Link.STL,0.86667,0.86667,0.8902,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr_Link.STL,,CS616-拖动模型左-3/CS616-Base-1,CS_LR52,DA_LR52,lr_joint,fixed,0.000123229452190537,-0.229150687564198,0.856411088614571,0.959931088596884,0,0,rl_Link,0,0,0,,,,,,,,,,,,
lr52_1_Link,0.010196,0.00024883,0.087734,0,0,0,7,0.010978,-1.8189E-05,-0.0014501,0.011747,-3.4685E-05,0.011872,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_1_Link.STL,1,1,1,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_1_Link.STL,,CS616-拖动模型左-3/CS616-Link1-1,CS_LR52_1,DA_LR52_1,lr52_1_joint,revolute,-0.000123229452184834,0.00200490098353279,0.1015,0,0,0,lr_Link,0,0,-1,330,2.09,-6.28,6.28,,,,,,,,
lr52_2_Link,0.089949,0.01599,0.22655,0,0,0,13,0.082586,-5.3599E-05,-0.00094276,0.082214,-0.003641,0.023347,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_2_Link.STL,1,1,1,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_2_Link.STL,,CS616-拖动模型左-3/CS616-Link2-1,CS_LR52_2,DA_LR52_2,lr52_2_joint,revolute,0.0889753014963543,0.00209659810954865,0.0914999999594877,0,0,0,lr52_1_Link,-0.999722488723076,-0.0235572821297236,0,330,2.09,-6.28,6.28,,,,,,,,
lr52_3_Link,-0.064653,-0.0019976,0.19279,0,0,0,5,0.021,-1.0611E-05,0.00034515,0.021426,4.7138E-05,0.0057151,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_3_Link.STL,1,1,1,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_3_Link.STL,,CS616-拖动模型左-3/CS616-Link3-1,CS_LR52_3,DA_LR52_3,lr52_3_joint,revolute,0.0200995749625797,0.0342149204708231,0.550968380783132,0,0,0,lr52_2_Link,0.999722488723076,0.0235572821297233,0,150,3.14,-6.28,6.28,,,,,,,,
lr52_4_Link,0.058991,0.0014258,0.0041117,0,0,0,2.5,0.0011357,-8.8727E-06,-0.0001966,0.0014294,-6.7081E-06,0.0012242,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_4_Link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_4_Link.STL,,CS616-拖动模型左-3/CS616-Link4-1,CS_LR52_4,DA_LR52_4,lr52_4_joint,revolute,-0.00307405869307162,-0.00113741444089799,0.429998681918377,0,0,0,lr52_3_Link,-0.999722488723076,-0.0235572821297229,0,56,3.14,-6.28,6.28,,,,,,,,
lr52_5_Link,0.0046942,0.00039227,0.046075,0,0,0,2.5,0.00086966,1.2453E-06,-0.00011867,0.0010543,1.0341E-06,0.0010022,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_5_Link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_5_Link.STL,,CS616-拖动模型左-3/CS616-Link5-1,CS_LR52_5,DA_LR52_5,lr52_5_joint,revolute,0.0706649385463499,0.00232080129950818,0.0672968078111333,0,0,0,lr52_4_Link,0.000229441402247066,-0.00973702010304689,-0.99995256777317,56,3.14,-6.28,6.28,,,,,,,,
lr52_6_Link,0.069088,-0.0015473,-0.038484,0,0,0,5,0.0016017,-1.0666E-05,9.0935E-05,0.00097847,3.8828E-06,0.0010111,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_6_Link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/lr52_6_Link.STL,,快换盘机器人侧组件气动-1;CS616-拖动模型左-3/CS616-Flange-1,CS_LR52_6,DA_LR52_6,lr52_6_joint,revolute,0.067283,-0.00036262,0.050721,0,0,0,lr52_5_Link,-0.99992,0.012723,-0.00035333,56,3.14,-6.28,6.28,,,,,,,,
ca_Link,-0.000463,-0.0009668,0.029487,0,0,0,1.2825,0.0031185,-3.8839E-10,-2.4747E-12,0.0015044,-3.306E-05,0.0037455,0,0,0,0,0,0,package://dual_arm_agv/meshes/ca_Link.STL,0.68627,0.68627,0.68627,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/ca_Link.STL,,YB10相机旋转机构-1/YB10带座轴承BDJ02-000-1;YB10相机旋转机构-1/YB10带座轴承BDJ02-000-2;YB10相机旋转机构-1/YB10PH11-N&B-51&101-C-1;YB10相机旋转机构-1/YB10电机连接轴-1;YB10相机旋转机构-1/YB10电机安装板-1;YB10相机旋转机构-1/YB10垫高块-1;YB10相机旋转机构-1/YB10垫高块-2;YB10相机旋转机构-1/YB10旋转机构安装底板-1;YB10相机旋转机构-1/YB外壳-1;YB10相机旋转机构-1/YB外壳-中-3;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M5x12-1;YB10相机旋转机构-1/YBGB-T95-1985 平垫圈6-1;YB10相机旋转机构-1/YBGB-T93-1987 弹簧垫圈6-1;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M6X20-1;YB10相机旋转机构-1/YBGB-T95-1985 平垫圈5-1;YB10相机旋转机构-1/YBGB-T93-1987 弹簧垫圈5-1;YB10相机旋转机构-1/YB盖板-1;YB10相机旋转机构-1/YBGB-T93-1987 弹簧垫圈4-1;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M4x10-1;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M2.5x8-1;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M2.5x8-9;YB10相机旋转机构-1/YBGB-T95-1985 平垫圈6-2;YB10相机旋转机构-1/YBGB-T93-1987 弹簧垫圈6-2;YB10相机旋转机构-1/GB-T70.1-2008 内六角圆柱头螺钉M6×35-1;YB10相机旋转机构-1/YB外壳-左-1;YB10相机旋转机构-1/GB-T819.1-2016 十字槽沉头螺钉M4×12-6;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M2.5x8-2;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M2.5x8-3;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M2.5x8-4;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M2.5x8-5;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M2.5x8-6;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M2.5x8-7;YB10相机旋转机构-1/YBGB-T70.1-2008 内六角圆柱头螺钉M2.5x8-8;YB10相机旋转机构-1/GB-T70.1-2008 内六角圆柱头螺钉M2.5×10-2,CS_CA53,DA_CA53,ca_joint,fixed,0.145800000000001,0.000286249411440011,0.95399999999999,0,0,0,rl_Link,0,0,0,,,,,,,,,,,,
ca53_1_Link,-0.024741,-0.046631,0.074487,0,0,0,1.4316,0.0092213,-1.0432E-05,1.287E-05,0.0018554,0.00038467,0.0086375,0,0,0,0,0,0,package://dual_arm_agv/meshes/ca53_1_Link.STL,1,1,1,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/ca53_1_Link.STL,,YB10相机旋转机构-1/YB10旋转轴-1;YB10相机旋转机构-1/YB10安装板-1;YB10相机旋转机构-1/YB10安装板-2;YB10相机旋转机构-1/YB相机Mech-Eye PRO S-1;YB10相机旋转机构-1/YB相机外壳-1;YB10相机旋转机构-1/YB米思米 E-LMCPS32-10-10-LK3-RK3-1;YB10相机旋转机构-1/YB相机安装转接板-1;YB10相机旋转机构-1/YB相机安装转接板-2;YB10相机旋转机构-1/YB相机安装板-1;YB10相机旋转机构-1/GB-T819.1-2016 十字槽沉头螺钉M4×10-7;YB10相机旋转机构-1/GB-T819.1-2016 十字槽沉头螺钉M4×10-8;YB10相机旋转机构-1/GB-T95-1985 平垫圈5-1;YB10相机旋转机构-1/GB-T93-1987 弹簧垫圈5-1;YB10相机旋转机构-1/GB-T70.1-2008 内六角圆柱头螺钉M5x12-1;YB10相机旋转机构-1/YB后盖-1;YB10相机旋转机构-1/GB-T70.1-2008 内六角圆柱头螺钉M2.5×10-1;YB10相机旋转机构-1/GB-T70.1-2008 内六角圆柱头螺钉M5x12-2;YB10相机旋转机构-1/GB-T95-1985 平垫圈5-2;YB10相机旋转机构-1/GB-T93-1987 弹簧垫圈5-2;YB10相机旋转机构-1/GB-T95-1985 平垫圈5-3;YB10相机旋转机构-1/GB-T93-1987 弹簧垫圈5-3;YB10相机旋转机构-1/GB-T70.1-2008 内六角圆柱头螺钉M5x12-3;YB10相机旋转机构-1/GB-T95-1985 平垫圈5-4;YB10相机旋转机构-1/GB-T93-1987 弹簧垫圈5-4;YB10相机旋转机构-1/GB-T70.1-2008 内六角圆柱头螺钉M5x12-4,CS_CA53_1,DA_CA53_1,ca53_1_joint,revolute,2.30763708800874E-05,0.0547137505885594,0.0439999999999994,0,0,0,ca_Link,0,-1,0,5,0.5,-0.26,0.26,,,,,,,,
tool_Link,-0.00356882850400677,0.000709076959476059,0.0487500748788088,0,0,0,11.75843532913,0.0584178676002609,-0.000111511984472361,-0.000119119551942205,0.0230578782046913,3.57412909935255E-05,0.0773434041058689,0,0,0,0,0,0,package://dual_arm_agv/meshes/tool_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/tool_Link.STL,,DCCJ.06 套筒快换组件-1,CS_T54,DA_T54,tool_joint,fixed,-0.088937,0,0.954,0,0,0,rl_Link,0,0,0,,,,,,,,,,,,
D60_Link,0.00443799617964469,0.301954815187787,0.22850978539645,0,0,0,3.93841478218306,0.214379019342269,6.52030220763405E-06,1.11907011719253E-06,0.077094222008129,-5.34286116053827E-07,0.137379578908589,0,0,0,0,0,0,package://dual_arm_agv/meshes/D60_Link.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/D60_Link.STL,,本体组件-全向升降-1/左侧开门-全向-1/侧门-全向-1;本体组件-全向升降-1/左侧开门-全向-1/怡合达平面锁XAT89-A82-1;本体组件-全向升降-1/左侧开门-全向-1/垫圈-1,CS-D60,DA_D60,D60_Joint,fixed,0.37,-0.3035,0.375,0,0,0,base_link,0,0,0,0,0,0,0,,,,,,,,
D70_Link,-0.221002693294802,0.00415481920306415,0.228513991083379,0,0,0,2.75453651082183,0.0553970787217203,8.35835610306022E-07,5.28962760864844E-07,0.110749633573368,1.11907011733821E-06,0.0554303864118711,0,0,0,0,0,0,package://dual_arm_agv/meshes/D70_Link.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/D70_Link.STL,,本体组件-全向升降-1/左侧开门小-全向-1/侧门小-全向-1;本体组件-全向升降-1/左侧开门小-全向-1/怡合达平面锁XAT89-A82-1;本体组件-全向升降-1/左侧开门小-全向-1/垫圈-1,CS_D70,DA_D70,D70_Joint,fixed,0.221,0.59,0.375,0,0,0,base_link,0,0,0,,,,,,,,,,,,
D80_Link,-0.00420968396694932,0.315934399543538,0.22858610022314,0,0,0,3.78789832443311,0.204756856591759,6.19005464511863E-07,-8.95258662126111E-06,0.0736979314918435,-4.234574061195E-06,0.131170891818291,0,0,0,0,0,0,package://dual_arm_agv/meshes/D80_Link.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/D80_Link.STL,,本体组件-全向升降-1/Mirror左侧开门-全向-2/Mirror侧门-全向-1;本体组件-全向升降-1/Mirror左侧开门-全向-2/Mirror怡合达平面锁XAT89-A821-1;本体组件-全向升降-1/Mirror左侧开门-全向-2/Mirror垫圈1-1,CS_D80,DA_D80,D80_Joint,fixed,-0.37,-0.3035,0.375,0,0,0,base_link,0,0,0,,,,,,,,,,,,
D90_Link,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://dual_arm_agv/meshes/D90_Link.STL,1,1,1,1,0,0,0,0,0,0,package://dual_arm_agv/meshes/D90_Link.STL,,本体组件-全向升降-1/Mirror左侧开门小-全向-2/Mirror侧门小-全向-1;本体组件-全向升降-1/Mirror左侧开门小-全向-2/Mirror怡合达平面锁XAT89-A82-1;本体组件-全向升降-1/Mirror左侧开门小-全向-2/Mirror垫圈-1,CS_D90,DA_D90,D90_Joint,fixed,0.221,-0.59,0.375,0,0,0,base_link,0,0,0,,,,,,,,,,,,
